ensembl_id	ensembl_version	gene_symbol	gene_type	symbol_ambiguous	on_panel
ENSG00000231898	9	MYO3B-AS1	lncRNA	False	False
ENSG00000231901	1	AL354754.1	lncRNA	False	False
ENSG00000231902	2	AL135923.2	lncRNA	False	False
ENSG00000231903	1	AC079354.1	lncRNA	False	False
ENSG00000231908	1	IDH1-AS1	lncRNA	False	False
ENSG00000231912	2	FO393415.2	lncRNA	False	False
ENSG00000231914	1	LINC00387	lncRNA	False	False
ENSG00000231918	1	AC007402.1	lncRNA	False	False
ENSG00000231920	1	NEBL-AS1	lncRNA	False	False
ENSG00000231924	10	PSG1	protein_coding	False	False
ENSG00000231925	12	TAPBP	protein_coding	False	False
ENSG00000231927	1	AC093734.1	lncRNA	False	False
ENSG00000231933	7	MYO18B-AS1	lncRNA	False	False
ENSG00000231934	2	FAM242A	lncRNA	False	False
ENSG00000231937	1	AC116666.1	lncRNA	False	False
ENSG00000231943	9	PGM5P4-AS1	lncRNA	False	False
ENSG00000231944	1	PHKA1-AS1	lncRNA	False	False
ENSG00000231949	1	AL161638.1	lncRNA	False	False
ENSG00000231951	1	AC004837.3	lncRNA	False	False
ENSG00000231953	2	AL031432.1	lncRNA	False	False
ENSG00000231955	1	AC007383.2	lncRNA	False	False
ENSG00000231963	1	AL662864.1	lncRNA	False	False
ENSG00000231964	1	AL731567.1	lncRNA	False	False
ENSG00000231966	1	LINC02818	lncRNA	False	False
ENSG00000231969	2	MMADHC-DT	lncRNA	False	False
ENSG00000231970	1	AL355490.2	lncRNA	False	False
ENSG00000231971	6	CT69	lncRNA	False	False
ENSG00000231977	1	AL096828.1	lncRNA	False	False
ENSG00000231979	1	AL356361.2	lncRNA	False	False
ENSG00000231980	1	AC011899.1	lncRNA	False	False
ENSG00000231983	1	LINC00415	lncRNA	False	False
ENSG00000231985	1	AL354949.1	lncRNA	False	False
ENSG00000231986	1	AP000474.1	lncRNA	False	False
ENSG00000231987	1	LINC01787	lncRNA	False	False
ENSG00000231989	5	PPP1R2B	protein_coding	False	False
ENSG00000231990	2	AL442224.1	lncRNA	False	False
ENSG00000231993	1	EP300-AS1	lncRNA	False	False
ENSG00000231999	7	LRRC8C-DT	lncRNA	False	False
ENSG00000232002	2	LINC01880	lncRNA	False	False
ENSG00000232006	9	AC005537.1	lncRNA	False	False
ENSG00000232010	1	DNMT3L-AS1	lncRNA	False	False
ENSG00000232019	1	AC074183.1	lncRNA	False	False
ENSG00000232023	3	LINC01807	lncRNA	False	False
ENSG00000232028	1	AC007391.1	lncRNA	False	False
ENSG00000232030	3	MAGEB6B	protein_coding	False	False
ENSG00000232035	1	AL135790.1	lncRNA	False	False
ENSG00000232040	4	ZBED9	protein_coding	False	False
ENSG00000232043	1	AL133230.1	lncRNA	False	False
ENSG00000232046	7	LINC01798	lncRNA	False	False
ENSG00000232053	7	AC078845.1	lncRNA	False	False
ENSG00000232056	1	AC092687.1	lncRNA	False	False
ENSG00000232057	1	AC093390.1	lncRNA	False	False
ENSG00000232058	1	AC005772.1	lncRNA	False	False
ENSG00000232063	2	AL691447.2	lncRNA	False	False
ENSG00000232065	1	LINC01063	lncRNA	False	False
ENSG00000232070	9	TMEM253	protein_coding	False	False
ENSG00000232072	1	AC004870.4	lncRNA	False	False
ENSG00000232073	1	Z82198.2	lncRNA	False	False
ENSG00000232077	2	LINC01031	lncRNA	False	False
ENSG00000232084	5	LINC01104	lncRNA	False	False
ENSG00000232085	1	AL606534.2	lncRNA	False	False
ENSG00000232086	1	AL159990.2	lncRNA	False	False
ENSG00000232093	1	DCST1-AS1	lncRNA	False	False
ENSG00000232098	3	AC012313.1	lncRNA	False	False
ENSG00000232100	1	LINC01653	lncRNA	False	False
ENSG00000232104	3	RFX3-AS1	lncRNA	False	False
ENSG00000232110	8	AL353751.1	lncRNA	False	False
ENSG00000232112	3	TMA7	protein_coding	False	False
ENSG00000232113	3	TEX50	protein_coding	False	False
ENSG00000232117	2	LINC00384	lncRNA	False	False
ENSG00000232118	2	BACH1-AS1	lncRNA	False	False
ENSG00000232119	8	MCTS1	protein_coding	False	False
ENSG00000232120	1	AL357375.1	lncRNA	False	False
ENSG00000232121	1	AL450469.2	lncRNA	False	False
ENSG00000232124	3	AP001057.1	lncRNA	False	False
ENSG00000232125	5	DYTN	protein_coding	False	False
ENSG00000232130	1	AC092966.1	lncRNA	False	False
ENSG00000232131	1	NCOA7-AS1	lncRNA	False	False
ENSG00000232132	1	NDFIP2-AS1	lncRNA	False	False
ENSG00000232139	6	LINC00867	lncRNA	False	False
ENSG00000232140	2	AC073257.1	lncRNA	False	False
ENSG00000232153	3	AC012593.2	lncRNA	False	False
ENSG00000232160	7	RAP2C-AS1	lncRNA	False	False
ENSG00000232162	1	USP12-AS1	lncRNA	False	False
ENSG00000232164	1	LINC01873	lncRNA	False	False
ENSG00000232170	6	LINC00708	lncRNA	False	False
ENSG00000232183	1	AL031386.1	lncRNA	False	False
ENSG00000232188	1	AL354714.3	lncRNA	False	False
ENSG00000232190	3	LINC02181	lncRNA	False	False
ENSG00000232192	1	KIF26B-AS1	lncRNA	False	False
ENSG00000232193	1	AL157359.2	lncRNA	False	False
ENSG00000232194	1	Z99943.1	lncRNA	False	False
ENSG00000232196	4	MTRNR2L4	protein_coding	False	False
ENSG00000232197	3	AL596442.1	lncRNA	False	False
ENSG00000232200	2	AL158090.1	lncRNA	False	False
ENSG00000232211	1	AL353613.1	lncRNA	False	False
ENSG00000232212	1	LINC01701	lncRNA	False	False
ENSG00000232216	1	IGHV3-43	IG_V_gene	False	False
ENSG00000232220	2	AC008440.1	lncRNA	False	False
ENSG00000232225	6	LINC01047	lncRNA	False	False
ENSG00000232227	5	AC013401.1	lncRNA	False	False
ENSG00000232229	6	LINC00865	lncRNA	False	False
ENSG00000232233	1	LINC02043	lncRNA	False	False
ENSG00000232234	4	AL355499.1	lncRNA	False	False
ENSG00000232237	3	ASCL5	protein_coding	False	False
ENSG00000232245	1	AL035415.1	lncRNA	False	False
ENSG00000232252	1	AL354994.1	lncRNA	False	False
ENSG00000232258	6	TMEM114	protein_coding	False	False
ENSG00000232259	1	AL158166.2	lncRNA	False	False
ENSG00000232263	1	KRTAP25-1	protein_coding	False	False
ENSG00000232264	5	USP17L24	protein_coding	False	False
ENSG00000232265	8	LINC02805	lncRNA	False	False
ENSG00000232268	6	OR52I1	protein_coding	False	False
ENSG00000232271	1	AL096799.1	lncRNA	False	False
ENSG00000232283	1	HSD17B3-AS1	lncRNA	False	False
ENSG00000232284	7	GNG12-AS1	lncRNA	False	False
ENSG00000232286	1	AL121902.1	lncRNA	False	False
ENSG00000232287	2	SLC6A1-AS1	lncRNA	False	False
ENSG00000232290	1	AL133260.2	lncRNA	False	False
ENSG00000232294	6	AL031674.1	lncRNA	False	False
ENSG00000232298	2	GRHL3-AS1	lncRNA	False	False
ENSG00000232299	1	AL357514.1	lncRNA	False	False
ENSG00000232300	1	FAM215B	lncRNA	False	False
ENSG00000232301	2	LNCPRESS1	lncRNA	False	False
ENSG00000232306	2	AC012485.2	lncRNA	False	False
ENSG00000232307	1	DAOA-AS1	lncRNA	False	False
ENSG00000232309	2	AL390856.1	lncRNA	False	False
ENSG00000232310	8	AL078590.2	lncRNA	False	False
ENSG00000232316	2	LINC02518	lncRNA	False	False
ENSG00000232325	4	AC093627.1	lncRNA	False	False
ENSG00000232328	3	AC084030.1	lncRNA	False	False
ENSG00000232335	1	AL354864.1	lncRNA	False	False
ENSG00000232342	7	AC022540.1	lncRNA	False	False
ENSG00000232347	1	AL390728.5	lncRNA	False	False
ENSG00000232352	1	SEMA3B-AS1	lncRNA	False	False
ENSG00000232353	5	AC026320.1	lncRNA	False	False
ENSG00000232354	8	VIPR1-AS1	lncRNA	False	False
ENSG00000232358	1	AL050404.1	lncRNA	False	False
ENSG00000232359	1	AC104777.1	lncRNA	False	False
ENSG00000232360	1	AP000281.2	lncRNA	False	False
ENSG00000232363	1	AL021391.1	lncRNA	False	False
ENSG00000232377	1	AC016910.1	lncRNA	False	False
ENSG00000232382	2	OR5K1	protein_coding	False	False
ENSG00000232386	9	AC015712.1	lncRNA	False	False
ENSG00000232388	5	SMIM26	protein_coding	False	False
ENSG00000232394	1	AC090696.1	lncRNA	False	False
ENSG00000232395	1	AL138830.2	lncRNA	False	False
ENSG00000232396	2	AC004882.1	lncRNA	False	False
ENSG00000232399	4	USP17L13	protein_coding	False	False
ENSG00000232401	2	LINC00112	lncRNA	False	False
ENSG00000232406	7	AL121895.1	lncRNA	False	False
ENSG00000232408	1	AC140481.2	lncRNA	False	False
ENSG00000232411	1	AC009495.2	lncRNA	False	False
ENSG00000232412	1	AL121601.1	lncRNA	False	False
ENSG00000232413	1	AL589923.1	lncRNA	False	False
ENSG00000232415	1	ELN-AS1	lncRNA	False	False
ENSG00000232416	3	BPESC1	lncRNA	False	False
ENSG00000232419	1	TTTY19	lncRNA	False	False
ENSG00000232423	6	PRAMEF6	protein_coding	False	False
ENSG00000232434	2	AJM1	protein_coding	False	False
ENSG00000232436	1	AL360013.2	lncRNA	False	False
ENSG00000232442	1	MHENCR	lncRNA	False	False
ENSG00000232444	1	AC010745.4	lncRNA	False	False
ENSG00000232445	2	EMSLR	lncRNA	False	False
ENSG00000232448	2	AL354824.2	lncRNA	False	False
ENSG00000232451	2	AC018467.1	lncRNA	False	False
ENSG00000232453	7	LINC02777	lncRNA	False	False
ENSG00000232455	2	LARS2-AS1	lncRNA	False	False
ENSG00000232458	1	LINC01450	lncRNA	False	False
ENSG00000232464	1	Z98949.2	lncRNA	False	False
ENSG00000232465	1	AL049765.1	lncRNA	False	False
ENSG00000232470	1	AL136368.1	lncRNA	False	False
ENSG00000232480	1	TGFB2-AS1	lncRNA	False	False
ENSG00000232490	6	OSBPL10-AS1	lncRNA	False	False
ENSG00000232494	1	AL161912.1	lncRNA	False	False
ENSG00000232500	2	AP005273.1	lncRNA	False	False
ENSG00000232504	5	ST3GAL5-AS1	lncRNA	False	False
ENSG00000232512	6	AP000233.2	lncRNA	False	False
ENSG00000232518	3	AC074366.1	lncRNA	False	False
ENSG00000232519	2	AL353807.2	lncRNA	False	False
ENSG00000232520	2	GCSIR	lncRNA	False	False
ENSG00000232524	1	AC073323.1	lncRNA	False	False
ENSG00000232527	8	LINC02802	lncRNA	False	False
ENSG00000232529	1	AL031773.1	lncRNA	False	False
ENSG00000232530	1	LIF-AS1	lncRNA	False	False
ENSG00000232533	1	AC093673.1	lncRNA	False	False
ENSG00000232537	2	AC092810.2	lncRNA	False	False
ENSG00000232539	1	LINC00945	lncRNA	False	False
ENSG00000232543	2	IGHD4-11	IG_D_gene	False	False
ENSG00000232548	1	LINC01809	lncRNA	False	False
ENSG00000232555	2	AC104088.1	lncRNA	False	False
ENSG00000232557	3	AL590609.2	lncRNA	False	False
ENSG00000232560	7	LINC01549	lncRNA	False	False
ENSG00000232564	3	MRTFA-AS1	lncRNA	False	False
ENSG00000232581	1	AC079742.1	lncRNA	False	False
ENSG00000232586	1	KIAA1614-AS1	lncRNA	False	False
ENSG00000232590	1	AL451127.1	lncRNA	False	False
ENSG00000232591	2	LINC02642	lncRNA	False	False
ENSG00000232593	7	KANTR	protein_coding	False	False
ENSG00000232596	3	LINC01646	lncRNA	False	False
ENSG00000232597	6	AC013727.1	lncRNA	False	False
ENSG00000232598	2	AL122034.1	lncRNA	False	False
ENSG00000232600	3	TONSL-AS1	lncRNA	False	False
ENSG00000232604	1	AC010967.2	lncRNA	False	False
ENSG00000232606	2	LINC01412	lncRNA	False	False
ENSG00000232611	1	AL683813.1	lncRNA	False	False
ENSG00000232613	6	LINC02576	lncRNA	False	False
ENSG00000232618	2	AL355304.1	lncRNA	False	False
ENSG00000232623	1	MRAP-AS1	lncRNA	False	False
ENSG00000232629	9	HLA-DQB2	protein_coding	False	False
ENSG00000232633	4	AC079465.1	lncRNA	False	False
ENSG00000232636	2	AL360267.1	lncRNA	False	False
ENSG00000232638	1	AL390294.1	lncRNA	False	False
ENSG00000232640	1	AL354892.2	lncRNA	False	False
ENSG00000232642	2	AC008073.2	lncRNA	False	False
ENSG00000232643	2	LINC00385	lncRNA	False	False
ENSG00000232645	5	LINC01431	lncRNA	False	False
ENSG00000232648	4	AC107214.1	lncRNA	False	False
ENSG00000232650	6	LINC01780	lncRNA	False	False
ENSG00000232653	8	GOLGA8N	protein_coding	False	False
ENSG00000232655	1	LINC01656	lncRNA	False	False
ENSG00000232656	8	IDI2-AS1	lncRNA	False	False
ENSG00000232661	1	CFTR-AS1	lncRNA	False	False
ENSG00000232667	10	AC004862.1	lncRNA	False	False
ENSG00000232671	6	ZNF687-AS1	lncRNA	False	False
ENSG00000232677	9	LINC00665	lncRNA	False	False
ENSG00000232679	2	LINC01705	lncRNA	False	False
ENSG00000232680	2	AC002511.1	lncRNA	False	False
ENSG00000232682	2	AL592430.1	lncRNA	False	False
ENSG00000232684	1	ATP11A-AS1	lncRNA	False	False
ENSG00000232685	5	LINC00442	lncRNA	False	False
ENSG00000232688	2	LINC01628	lncRNA	False	False
ENSG00000232692	1	AP001596.1	lncRNA	False	False
ENSG00000232696	1	AC017006.2	lncRNA	False	False
ENSG00000232710	1	AC254562.2	lncRNA	False	False
ENSG00000232712	6	KIZ-AS1	lncRNA	False	False
ENSG00000232715	1	LINC01022	lncRNA	False	False
ENSG00000232719	1	AC007272.1	lncRNA	False	False
ENSG00000232721	2	AC239800.2	lncRNA	False	False
ENSG00000232725	1	U52111.1	lncRNA	False	False
ENSG00000232738	1	AL353612.1	lncRNA	False	False
ENSG00000232739	1	AL607028.1	lncRNA	False	False
ENSG00000232740	1	LINC01826	lncRNA	False	False
ENSG00000232746	1	LINC02022	lncRNA	False	False
ENSG00000232747	2	IGKV1D-35	IG_V_pseudogene	False	False
ENSG00000232748	3	AC135050.1	lncRNA	False	False
ENSG00000232749	2	AL162726.4	lncRNA	False	False
ENSG00000232754	1	AL035658.1	lncRNA	False	False
ENSG00000232756	1	AC004990.1	lncRNA	False	False
ENSG00000232759	1	AC002480.1	lncRNA	False	False
ENSG00000232762	1	AL355483.2	lncRNA	False	False
ENSG00000232767	2	AC016825.1	lncRNA	False	False
ENSG00000232774	8	AL355916.1	lncRNA	False	False
ENSG00000232788	1	ITGA6-AS1	lncRNA	False	False
ENSG00000232790	3	LINC01162	lncRNA	False	False
ENSG00000232803	1	SLCO4A1-AS1	lncRNA	False	False
ENSG00000232806	1	AP001610.3	lncRNA	False	False
ENSG00000232807	2	AL137186.2	lncRNA	False	False
ENSG00000232808	1	TTTY20	lncRNA	False	False
ENSG00000232810	4	TNF	protein_coding	False	False
ENSG00000232811	1	AL360270.1	lncRNA	False	False
ENSG00000232812	2	LINC01717	lncRNA	False	False
ENSG00000232814	2	COL4A2-AS1	lncRNA	False	False
ENSG00000232817	1	AC073188.4	lncRNA	False	False
ENSG00000232821	1	AC003986.2	lncRNA	False	False
ENSG00000232825	3	AL445433.2	lncRNA	False	False
ENSG00000232827	3	LINC01189	lncRNA	False	False
ENSG00000232828	1	AC231533.1	lncRNA	False	False
ENSG00000232832	1	LMLN-AS1	lncRNA	False	False
ENSG00000232835	1	AC107057.1	lncRNA	False	False
ENSG00000232837	1	LINC01700	lncRNA	False	False
ENSG00000232838	4	PET117	protein_coding	False	False
ENSG00000232849	2	LINC00363	lncRNA	False	False
ENSG00000232850	3	PTGES2-AS1	lncRNA	False	False
ENSG00000232855	7	AF165147.1	lncRNA	False	False
ENSG00000232859	10	LYRM9	protein_coding	False	False
ENSG00000232869	2	TRBV29-1	TR_V_gene	False	False
ENSG00000232874	1	AC080129.2	lncRNA	False	False
ENSG00000232876	1	AL353596.1	lncRNA	False	False
ENSG00000232878	3	DPYD-AS1	lncRNA	False	False
ENSG00000232884	9	AF127936.1	lncRNA	False	False
ENSG00000232885	2	GPC5-AS2	lncRNA	False	False
ENSG00000232886	1	AF212831.1	lncRNA	False	False
ENSG00000232892	1	RGS5-AS1	lncRNA	False	False
ENSG00000232893	1	IQCA1-AS1	lncRNA	False	False
ENSG00000232895	2	AL121999.1	lncRNA	False	False
ENSG00000232896	1	AL592463.1	lncRNA	False	False
ENSG00000232900	2	AL050403.1	lncRNA	False	False
ENSG00000232903	2	LINC01166	lncRNA	False	False
ENSG00000232907	8	DLGAP4-AS1	lncRNA	False	False
ENSG00000232909	1	AL157823.2	lncRNA	False	False
ENSG00000232912	6	RERE-AS1	lncRNA	False	False
ENSG00000232913	8	PLCE1-AS2	lncRNA	False	False
ENSG00000232920	1	LINC01400	lncRNA	False	False
ENSG00000232930	2	AC083864.2	lncRNA	False	False
ENSG00000232931	6	LINC00342	lncRNA	False	False
ENSG00000232934	8	AL157786.1	lncRNA	False	False
ENSG00000232935	2	AL359094.2	lncRNA	False	False
ENSG00000232936	6	AL157400.2	lncRNA	False	False
ENSG00000232939	1	AL158829.1	lncRNA	False	False
ENSG00000232940	6	HCG25	lncRNA	False	False
ENSG00000232947	1	LINC02543	lncRNA	False	False
ENSG00000232948	1	DEFB130A	protein_coding	False	False
ENSG00000232949	2	AC002480.2	lncRNA	False	False
ENSG00000232954	2	LINC00374	lncRNA	False	False
ENSG00000232956	9	SNHG15	lncRNA	False	False
ENSG00000232959	1	AL356475.1	lncRNA	False	False
ENSG00000232964	2	LINC01737	lncRNA	False	False
ENSG00000232969	1	AP001062.2	lncRNA	False	False
ENSG00000232971	2	AL591719.2	lncRNA	False	False
ENSG00000232973	13	CYP1B1-AS1	lncRNA	False	False
ENSG00000232977	7	LINC00327	lncRNA	False	False
ENSG00000232978	2	AL161909.2	lncRNA	False	False
ENSG00000232985	1	AL355537.1	lncRNA	False	False
ENSG00000232986	1	AL139081.1	lncRNA	False	False
ENSG00000232987	2	LINC01219	lncRNA	False	False
ENSG00000232991	5	GACAT1	lncRNA	False	False
ENSG00000232993	1	AL445183.1	lncRNA	False	False
ENSG00000232995	7	RGS5	lncRNA	True	False
ENSG00000232998	3	VPS13A-AS1	lncRNA	False	False
ENSG00000233002	2	TBC1D26-AS1	lncRNA	False	False
ENSG00000233005	2	AC018742.1	lncRNA	False	False
ENSG00000233008	6	LINC01725	lncRNA	False	False
ENSG00000233009	1	NALCN-AS1	lncRNA	False	False
ENSG00000233016	7	SNHG7	lncRNA	False	False
ENSG00000233017	3	AL121832.1	lncRNA	False	False
ENSG00000233021	2	AL669841.1	lncRNA	False	False
ENSG00000233024	7	NPIPA9	protein_coding	False	False
ENSG00000233029	3	AC244453.2	lncRNA	False	False
ENSG00000233030	2	AC243772.2	lncRNA	False	False
ENSG00000233033	1	CASK-AS1	lncRNA	False	False
ENSG00000233038	6	PTPRN2-AS1	lncRNA	False	False
ENSG00000233041	8	PHGR1	protein_coding	False	False
ENSG00000233044	1	AL049820.1	lncRNA	False	False
ENSG00000233047	7	LINC01677	lncRNA	False	False
ENSG00000233048	1	LINC01722	lncRNA	False	False
ENSG00000233050	1	DEFB130B	protein_coding	False	False
ENSG00000233056	3	ERVH48-1	protein_coding	False	False
ENSG00000233058	2	LINC00884	lncRNA	False	False
ENSG00000233060	1	AC016700.1	lncRNA	False	False
ENSG00000233064	2	AL136307.1	lncRNA	False	False
ENSG00000233067	4	PTCHD1-AS	lncRNA	False	False
ENSG00000233068	3	AL391422.2	lncRNA	False	False
ENSG00000233069	1	AL663074.1	lncRNA	False	False
ENSG00000233070	1	ZFY-AS1	lncRNA	False	False
ENSG00000233073	2	GRM3-AS1	lncRNA	False	False
ENSG00000233077	1	LINC01271	lncRNA	False	False
ENSG00000233078	1	AL355994.3	lncRNA	False	False
ENSG00000233079	3	LINC01755	lncRNA	False	False
ENSG00000233081	1	AL353764.1	lncRNA	False	False
ENSG00000233082	1	AC073094.1	lncRNA	False	False
ENSG00000233085	5	BX322234.2	lncRNA	False	False
ENSG00000233086	8	LNCARSR	lncRNA	False	False
ENSG00000233087	7	RAB6D	protein_coding	False	False
ENSG00000233096	1	AC099541.1	lncRNA	False	False
ENSG00000233098	9	CCDC144NL-AS1	lncRNA	False	False
ENSG00000233099	1	AC095030.1	lncRNA	False	False
ENSG00000233101	10	HOXB-AS3	lncRNA	False	False
ENSG00000233103	1	AL133329.1	lncRNA	False	False
ENSG00000233108	1	GLCCI1-DT	lncRNA	False	False
ENSG00000233110	1	AC093797.1	lncRNA	False	False
ENSG00000233117	4	LINC00702	lncRNA	False	False
ENSG00000233123	1	LINC01007	lncRNA	False	False
ENSG00000233124	2	LINC00456	lncRNA	False	False
ENSG00000233128	2	LINC01794	lncRNA	False	False
ENSG00000233136	3	USP17L11	protein_coding	False	False
ENSG00000233138	1	AL023584.1	lncRNA	False	False
ENSG00000233143	2	DIRC3-AS1	lncRNA	False	False
ENSG00000233144	1	AL512656.1	lncRNA	False	False
ENSG00000233145	1	AL589987.2	lncRNA	False	False
ENSG00000233153	6	UBE2E2-AS1	lncRNA	False	False
ENSG00000233154	6	LINC01762	lncRNA	False	False
ENSG00000233175	2	AC008105.1	lncRNA	False	False
ENSG00000233178	7	AL161457.2	lncRNA	False	False
ENSG00000233179	1	Z82249.1	lncRNA	False	False
ENSG00000233183	3	AL138889.1	lncRNA	False	False
ENSG00000233184	7	AC093157.1	lncRNA	False	False
ENSG00000233191	2	AC006372.2	lncRNA	False	False
ENSG00000233193	1	AC005324.1	lncRNA	False	False
ENSG00000233198	4	RNF224	protein_coding	False	False
ENSG00000233200	1	LINC02634	lncRNA	False	False
ENSG00000233203	6	DHCR24-DT	lncRNA	False	False
ENSG00000233208	6	LINC00642	lncRNA	False	False
ENSG00000233214	1	AC002511.2	lncRNA	False	False
ENSG00000233215	6	LINC01687	lncRNA	False	False
ENSG00000233219	1	AC008080.3	lncRNA	False	False
ENSG00000233220	3	LINC00167	lncRNA	False	False
ENSG00000233221	7	AC133785.1	lncRNA	False	False
ENSG00000233222	2	AL513523.3	lncRNA	False	False
ENSG00000233223	3	AC016876.1	lncRNA	False	False
ENSG00000233230	1	AC079807.1	lncRNA	False	False
ENSG00000233232	7	NPIPB7	protein_coding	False	False
ENSG00000233234	1	AL592464.2	lncRNA	False	False
ENSG00000233236	1	LINC02573	lncRNA	False	False
ENSG00000233237	8	LINC00472	lncRNA	False	False
ENSG00000233242	3	AL512604.2	lncRNA	False	False
ENSG00000233246	1	PHC2-AS1	lncRNA	False	False
ENSG00000233250	1	AC233728.1	lncRNA	False	False
ENSG00000233251	8	AC007743.1	lncRNA	False	False
ENSG00000233256	1	AL355870.1	lncRNA	False	False
ENSG00000233258	1	AL390786.1	lncRNA	False	False
ENSG00000233262	1	AL356134.1	lncRNA	False	False
ENSG00000233271	1	AL590440.1	lncRNA	False	False
ENSG00000233277	1	LINC01728	lncRNA	False	False
ENSG00000233288	2	AC092447.5	lncRNA	False	False
ENSG00000233290	3	AL157944.1	lncRNA	False	False
ENSG00000233293	1	AL133343.2	lncRNA	False	False
ENSG00000233296	2	TMEM18-DT	lncRNA	False	False
ENSG00000233303	1	XXYLT1-AS1	lncRNA	False	False
ENSG00000233304	7	LINC01346	lncRNA	False	False
ENSG00000233306	2	TRGV2	TR_V_gene	False	False
ENSG00000233308	2	OSTN-AS1	lncRNA	False	False
ENSG00000233321	2	LINC02669	lncRNA	False	False
ENSG00000233330	1	AL078581.2	lncRNA	False	False
ENSG00000233332	1	AL122008.3	lncRNA	False	False
ENSG00000233334	3	FAM53B-AS1	lncRNA	False	False
ENSG00000233336	1	AC245056.1	lncRNA	False	False
ENSG00000233338	1	TLR8-AS1	lncRNA	False	False
ENSG00000233339	1	AC018878.1	lncRNA	False	False
ENSG00000233340	1	AL139120.1	lncRNA	False	False
ENSG00000233342	2	AL139393.2	lncRNA	False	False
ENSG00000233349	1	LINC00333	lncRNA	False	False
ENSG00000233351	1	AL356124.2	lncRNA	False	False
ENSG00000233354	1	LINC00028	lncRNA	False	False
ENSG00000233355	7	CHRM3-AS2	lncRNA	False	False
ENSG00000233358	2	AL035401.1	lncRNA	False	False
ENSG00000233359	2	AC114485.1	lncRNA	False	False
ENSG00000233360	4	PDXP-DT	lncRNA	False	False
ENSG00000233363	1	AC006019.2	lncRNA	False	False
ENSG00000233365	2	AL121956.1	lncRNA	False	False
ENSG00000233367	1	AL133480.1	lncRNA	False	False
ENSG00000233372	1	AL137076.1	lncRNA	False	False
ENSG00000233376	1	AL117382.2	lncRNA	False	False
ENSG00000233379	2	AL139002.1	lncRNA	False	False
ENSG00000233384	3	CNIH3-AS2	lncRNA	False	False
ENSG00000233387	1	IATPR	lncRNA	False	False
ENSG00000233393	1	AP000688.2	lncRNA	False	False
ENSG00000233395	2	LINC00841	lncRNA	False	False
ENSG00000233396	8	LINC01719	lncRNA	False	False
ENSG00000233397	3	AC008063.1	lncRNA	False	False
ENSG00000233399	2	LINC01648	lncRNA	False	False
ENSG00000233403	1	AC121342.1	lncRNA	False	False
ENSG00000233405	2	LINC01046	lncRNA	False	False
ENSG00000233407	1	AL592182.1	lncRNA	False	False
ENSG00000233408	1	AP000534.1	lncRNA	False	False
ENSG00000233409	1	FANK1-AS1	lncRNA	False	False
ENSG00000233410	1	LINC01222	lncRNA	False	False
